AnimalID	DOB	Death	Removal.Date	Sex	Maternal.ID	Matriline	DamGen	SireGen	Natal.Group	Status	Birth.Season	Idcode
BF8	7/7/19	NA	NA	FEMALE	1L5	073	1L5	4S6	F	IN CS	2020	NA
I211L5	7/11/20	NA	NA	MALE	1L5	073	NA	NA	F	IN CS	2021	NA
I221L5	6/8/21	NA	NA	MALE	1L5	073	NA	NA	F	IN CS	2022	NA
4Z6	7/7/17	NA	NA	MALE	1L7	DM	1L7	3M9	R	IN CS	2018	NA
BS0	8/7/19	NA	NA	MALE	1L7	DM	1L7	3L7	R	IN CS	2020	NA
BQ6	7/12/19	NA	NA	MALE	1M0	DM	1M0	3I3	R	IN CS	2020	NA
I221M0	5/27/21	NA	NA	MALE	1M0	DM	NA	NA	R	IN CS	2022	NA
6V2	7/17/15	NA	NA	FEMALE	1M4	116	1M4	5I0	R	IN CS	2016	NA
AB7	7/24/16	NA	NA	FEMALE	1M4	116	1M4	8C3	R	IN CS	2017	NA
AS7	6/23/18	NA	NA	FEMALE	1M4	116	1M4	3I3	R	IN CS	2019	NA
0V2	7/13/15	NA	NA	FEMALE	1N9	065	1N9	2I1	MM	IN CS	2016	NA
7X0	7/25/17	NA	NA	FEMALE	1N9	065	1N9	6I9	F	IN CS	2018	NA
BM0	6/26/19	NA	NA	FEMALE	1N9	065	1N9	2N4	PP	IN CS	2020	NA
CC3	6/30/20	NA	NA	MALE	1N9	065	NA	NA	F	IN CS	2021	NA
9Z9	7/9/17	NA	NA	MALE	1O6	091	1O6	4L9	R	IN CS	2018	NA
CN7	6/29/20	NA	NA	FEMALE	1O6	091	NA	NA	R	IN CS	2021	NA
I221O6	7/2/21	NA	NA	MALE	1O6	091	NA	NA	R	IN CS	2022	NA
AH9	8/24/17	NA	NA	MALE	1Q7	062	1Q7	2K4	V	IN CS	2018	NA
CQ2	6/12/20	NA	NA	FEMALE	1Q7	062	NA	NA	V	IN CS	2021	NA
I211S6	6/5/20	NA	NA	FEMALE	1S6	116	NA	NA	S	IN CS	2021	NA
I221S6	9/6/21	NA	NA	MALE	1S6	116	NA	NA	S	IN CS	2022	NA
BL7	7/7/19	NA	NA	FEMALE	1S9	004	1S9	8B5	F	IN CS	2020	NA
I211S9	7/4/20	NA	NA	MALE	1S9	004	NA	NA	F	IN CS	2021	NA
I221S9	8/10/21	NA	NA	MALE	1S9	004	NA	NA	F	IN CS	2022	NA
BM6	7/11/19	NA	NA	FEMALE	1T0	DM	1T0	5P8	R	IN CS	2020	NA
I221T0	8/3/21	NA	NA	FEMALE	1T0	DM	NA	NA	R	IN CS	2022	NA
BM3	6/3/19	NA	NA	FEMALE	1T2	116	1T2	2I2	R	IN CS	2020	NA
I221T8	8/11/21	NA	NA	MALE	1T8	DM	NA	NA	R	IN CS	2022	NA
I211U0	5/26/20	NA	NA	FEMALE	1U0	116	NA	NA	S	IN CS	2021	NA
I221U0	9/17/21	NA	NA	MALE	1U0	116	NA	NA	S	IN CS	2022	NA
I211V2	6/24/20	NA	NA	FEMALE	1V2	065	NA	NA	F	IN CS	2021	NA
I221V2	9/20/21	NA	NA	MALE	1V2	065	NA	NA	SS	IN CS	2022	NA
I221V9	5/28/21	NA	NA	MALE	1V9	DM	NA	NA	R	IN CS	2022	NA
BQ7	7/7/19	NA	NA	MALE	1W0	116	1W0	1T4	R	IN CS	2020	NA
I221W0	6/15/21	NA	NA	FEMALE	1W0	116	NA	NA	R	IN CS	2022	NA
I211W1	6/3/20	NA	NA	FEMALE	1W1	DM	NA	NA	R	IN CS	2021	NA
I221W2	5/21/21	NA	NA	FEMALE	1W2	091	NA	NA	R	IN CS	2022	NA
I211W3	5/22/20	NA	NA	MALE	1W3	091	NA	NA	R	IN CS	2021	NA
I211W4	6/16/20	NA	NA	FEMALE	1W4	DM	NA	NA	R	IN CS	2021	NA
I211W5	5/18/20	NA	NA	FEMALE	1W5	DM	NA	NA	R	IN CS	2021	NA
I221W5	8/16/21	NA	NA	FEMALE	1W5	DM	NA	NA	R	IN CS	2022	NA
I211W6	6/16/20	NA	NA	MALE	1W6	091	NA	NA	R	IN CS	2021	NA
I211W7	7/29/20	NA	NA	MALE	1W7	DM	NA	NA	R	IN CS	2021	NA
I221W8	6/9/21	NA	NA	MALE	1W8	DM	NA	NA	R	IN CS	2022	NA
BC1	7/1/19	NA	NA	FEMALE	1X1	004	1X1	6T0	MM	IN CS	2020	NA
I211X1	8/19/20	NA	NA	MALE	1X1	004	NA	NA	F	IN CS	2021	NA
BH1	7/10/19	NA	NA	MALE	1X4	065	1X4	2C9	F	IN CS	2020	NA
I221X4	5/19/21	NA	NA	MALE	1X4	065	NA	NA	F	IN CS	2022	NA
I211X6	8/23/20	NA	NA	MALE	1X6	065	NA	NA	F	IN CS	2021	NA
BN9	7/6/19	NA	NA	MALE	1X7	004	1X7	0L0	F	IN CS	2020	NA
I221X7	8/2/21	NA	NA	MALE	1X7	004	NA	NA	QQ	IN CS	2022	NA
45Z	11/12/04	NA	NA	FEMALE	20C	22	20C	51J	V	IN CS	2005	4526
4S1	10/8/13	NA	NA	FEMALE	20F	004	20F	43P	F	IN CS	2014	NA
6D8	11/17/06	NA	NA	FEMALE	20R	DM	20R	08O	R	IN CS	2007	6048
8H0	10/13/08	NA	NA	MALE	21C	004	21C	43H	HH	IN CS	2009	8080
5K9	11/4/10	NA	NA	FEMALE	21C	004	21C	76Z	HH	IN CS	2011	NA
67Z	12/7/04	NA	NA	MALE	21H	073	21H	30G	KK	IN CS	2005	NA
3L2	10/1/10	NA	NA	MALE	21H	073	21H	27N	KK	IN CS	2011	NA
0C3	11/17/05	NA	NA	MALE	21K	004	21K	53N	F	IN CS	2006	NA
1E0	11/6/06	NA	NA	FEMALE	21K	004	21K	09K	F	IN CS	2007	NA
4N6	9/12/11	NA	NA	FEMALE	21K	004	21K	02R	MM	IN CS	2012	NA
9Q1	8/9/13	NA	NA	FEMALE	21K	004	21K	76Z	MM	IN CS	2014	NA
1E7	11/29/06	NA	NA	FEMALE	22S	091	22S	80B	R	IN CS	2007	1057
37N	2/6/00	NA	NA	MALE	24B	065	24B	F46	F	IN CS	2000	3714
3M2	8/11/11	NA	NA	MALE	24V	073	24V	44T	KK	IN CS	2012	NA
3R0	8/17/13	NA	NA	FEMALE	24V	073	24V	51J	KK	IN CS	2014	3180
3T3	8/12/14	NA	NA	FEMALE	24V	073	24V	5B2	KK	IN CS	2015	NA
1G0	10/18/08	NA	NA	FEMALE	25N	22	25N	41N	V	IN CS	2009	1070
5M9	9/6/11	NA	NA	FEMALE	26V	DM	26V	30Z	R	IN CS	2012	NA
2R7	8/23/13	NA	NA	FEMALE	26V	DM	26V	1D5	R	IN CS	2014	NA
3U8	9/27/14	NA	NA	FEMALE	26V	DM	26V	0E8	R	IN CS	2015	NA
7Z0	7/3/16	NA	NA	FEMALE	26V	DM	26V	3I5	R	IN CS	2017	NA
82L	2/6/00	NA	NA	FEMALE	27C	004	NA	56C	F	IN CS	2000	8212
90P	11/12/01	NA	NA	FEMALE	28G	004	28G	Z19	F	IN CS	2002	NA
34Z	2/27/04	NA	NA	FEMALE	28G	004	28G	65F	F	IN CS	2004	NA
5K8	10/25/10	NA	NA	MALE	28G	004	28G	02R	HH	IN CS	2011	5118
1X1	7/22/15	NA	NA	FEMALE	28G	004	28G	1F2	MM	IN CS	2016	NA
7K1	11/11/10	NA	NA	FEMALE	28I	DM	28I	44T	R	IN CS	2011	NA
5V8	8/6/15	NA	NA	MALE	28I	DM	28I	39L	R	IN CS	2016	NA
I2128I	9/18/20	NA	NA	MALE	28I	DM	NA	NA	R	IN CS	2021	NA
4K2	10/16/10	NA	NA	MALE	28J	065	28J	43P	F	IN CS	2011	NA
0T0	9/18/14	NA	NA	FEMALE	28J	065	28J	3B9	F	IN CS	2015	NA
7A2	10/5/04	NA	NA	MALE	28N	004	28N	86D	F	IN CS	2005	7012
3K4	10/2/10	NA	NA	MALE	28N	004	28N	43P	F	IN CS	2011	NA
0A9	12/29/04	NA	NA	FEMALE	29B	073	29B	08N	F	IN CS	2005	19
2J2	9/7/09	NA	NA	FEMALE	29B	073	29B	49L	F	IN CS	2010	2102
2E4	10/1/06	NA	NA	FEMALE	29J	22	29J	54F	V	IN CS	2007	2054
2L5	9/19/10	NA	NA	FEMALE	29Z	065	29Z	25R	F	IN CS	2011	2125
6Q5	7/20/13	NA	NA	MALE	29Z	065	29Z	8A7	MM	IN CS	2014	NA
5T7	8/14/14	NA	NA	FEMALE	29Z	065	29Z	3B9	F	IN CS	2015	NA
9V5	8/6/15	NA	NA	MALE	29Z	065	29Z	7G1	F	IN CS	2016	NA
2Y3	7/13/17	NA	NA	FEMALE	29Z	065	29Z	6B8	F	IN CS	2018	NA
AP7	6/28/18	NA	NA	MALE	29Z	065	29Z	1N3	F	IN CS	2019	NA
BN1	6/18/19	NA	NA	MALE	29Z	065	29Z	8C2	F	IN CS	2020	NA
CC2	10/22/20	NA	NA	FEMALE	29Z	065	NA	NA	F	IN CS	2021	NA
6R5	7/17/13	NA	NA	MALE	2A2	065	2A2	46Z	MM	IN CS	2014	NA
0T3	8/15/14	NA	NA	MALE	2A2	065	2A2	5E1	F	IN CS	2015	NA
1X6	7/26/15	NA	NA	FEMALE	2A2	065	2A2	4G6	F	IN CS	2016	NA
8X5	7/14/17	NA	NA	MALE	2A2	065	2A2	3L1	F	IN CS	2018	NA
BR3	10/6/19	NA	NA	FEMALE	2A2	065	2A2	5J5	F	IN CS	2020	NA
I222A2	5/31/21	NA	NA	MALE	2A2	065	NA	NA	SS	IN CS	2022	NA
1K5	10/24/09	NA	NA	FEMALE	2A5	065	2A5	85B	F	IN CS	2010	1115
0V0	8/5/15	NA	NA	FEMALE	2A5	065	2A5	7G1	F	IN CS	2016	NA
2Y4	10/25/17	NA	NA	MALE	2A5	065	2A5	3I3	F	IN CS	2018	NA
BE8	5/29/19	NA	NA	FEMALE	2A5	065	2A5	4S6	F	IN CS	2020	NA
I212A5	8/16/20	NA	NA	FEMALE	2A5	065	NA	NA	F	IN CS	2021	NA
6T8	9/3/14	NA	NA	MALE	2A7	004	2A7	9F5	F	IN CS	2015	NA
1Y0	8/9/17	NA	NA	MALE	2A7	004	2A7	1J8	F	IN CS	2018	NA
CI0	8/26/20	NA	NA	MALE	2A7	004	NA	NA	F	IN CS	2021	NA
6Q4	8/26/13	NA	NA	FEMALE	2A8	004	2A8	8A7	F	IN CS	2014	NA
9T0	8/19/14	NA	NA	MALE	2A8	004	2A8	43P	F	IN CS	2015	NA
1X3	8/17/15	NA	NA	MALE	2A8	004	2A8	2F8	F	IN CS	2016	NA
AA6	6/23/17	NA	NA	FEMALE	2A8	004	2A8	9C8	F	IN CS	2018	NA
2U6	10/7/14	NA	NA	FEMALE	2B1	116	2B1	3B9	S	IN CS	2015	NA
0M6	8/9/11	NA	NA	FEMALE	2C3	073	2C3	11Z	KK	IN CS	2012	136
I212C3	5/19/20	NA	NA	MALE	2C3	073	NA	NA	KK	IN CS	2021	NA
I222C3	7/12/21	NA	NA	FEMALE	2C3	073	NA	NA	KK	IN CS	2022	NA
4X0	7/29/15	NA	NA	FEMALE	2C4	076	2C4	2D0	KK	IN CS	2016	NA
4T7	8/22/14	NA	NA	FEMALE	2C8	091	2C8	6C9	R	IN CS	2015	NA
BO2	6/22/19	NA	NA	FEMALE	2C8	091	2C8	1J3	R	IN CS	2020	NA
I212C8	6/18/20	NA	NA	MALE	2C8	091	NA	NA	R	IN CS	2021	NA
I222C8	7/12/21	NA	NA	MALE	2C8	091	NA	NA	R	IN CS	2022	NA
1S6	9/28/13	NA	NA	FEMALE	2D1	116	2D1	44T	S	IN CS	2014	NA
I212D4	7/18/20	NA	NA	MALE	2D4	116	NA	NA	S	IN CS	2021	NA
3M9	10/18/11	NA	NA	MALE	2F0	091	2F0	94O	R	IN CS	2012	NA
3R2	8/1/13	NA	NA	FEMALE	2F0	091	2F0	1D5	R	IN CS	2014	NA
6V1	7/18/15	NA	NA	MALE	2F0	091	2F0	10R	R	IN CS	2016	NA
9Z8	7/3/17	NA	NA	FEMALE	2F0	091	2F0	3I2	R	IN CS	2018	NA
BA9	6/18/18	NA	NA	MALE	2F0	091	2F0	4L9	R	IN CS	2019	NA
BO9	6/18/19	NA	NA	FEMALE	2F0	091	2F0	4L9	R	IN CS	2020	NA
CI7	6/10/20	NA	NA	MALE	2F0	091	NA	NA	R	IN CS	2021	NA
I222F0	6/9/21	NA	NA	MALE	2F0	091	NA	NA	R	IN CS	2022	NA
2O4	6/26/12	NA	NA	MALE	2F2	076	2F2	1A6	KK	IN CS	2013	2154
2R0	8/12/13	NA	NA	MALE	2F2	076	2F2	61D	KK	IN CS	2014	2180
9P3	10/12/12	NA	NA	FEMALE	2G2	22	2G2	8D3	V	IN CS	2013	NA
9V0	8/17/15	NA	NA	MALE	2G2	22	2G2	4C3	V	IN CS	2016	NA
BU1	7/15/19	NA	NA	MALE	2G2	22	2G2	32Z	V	IN CS	2020	NA
I212G2	8/13/20	NA	NA	FEMALE	2G2	22	NA	NA	V	IN CS	2021	NA
I222G2	9/20/21	NA	NA	MALE	2G2	22	NA	NA	V	IN CS	2022	NA
5U4	10/1/14	NA	NA	FEMALE	2G3	22	2G3	32Z	V	IN CS	2015	NA
8V2	9/3/15	NA	NA	MALE	2G3	22	2G3	4E2	V	IN CS	2016	NA
BX0	9/10/18	NA	NA	MALE	2G3	22	2G3	2K6	V	IN CS	2019	NA
I212G3	11/5/20	NA	NA	FEMALE	2G3	22	NA	NA	V	IN CS	2021	NA
I222G3	10/3/21	NA	NA	MALE	2G3	22	NA	NA	V	IN CS	2022	NA
8V5	9/20/15	NA	NA	MALE	2G4	22	2G4	8A7	V	IN CS	2016	NA
3Q2	9/11/13	NA	NA	FEMALE	2G8	DM	2G8	25L	R	IN CS	2014	NA
I212G8	6/13/20	NA	NA	MALE	2G8	DM	NA	NA	S	IN CS	2021	NA
I222G8	8/11/21	NA	NA	MALE	2G8	DM	NA	NA	S	IN CS	2022	NA
9T1	8/13/14	NA	NA	FEMALE	2H3	004	2H3	42T	F	IN CS	2015	NA
8W3	8/13/15	NA	NA	FEMALE	2H3	004	2H3	9F5	F	IN CS	2016	NA
1Y9	7/29/16	NA	NA	MALE	2H3	004	2H3	6I1	F	IN CS	2017	NA
6X4	7/23/17	NA	NA	MALE	2H3	004	2H3	4K3	F	IN CS	2018	NA
BG8	7/23/19	NA	NA	MALE	2H3	004	2H3	1J0	F	IN CS	2020	NA
8V1	7/15/15	NA	NA	FEMALE	2I3	22	2I3	61R	V	IN CS	2016	NA
BA5	7/17/17	NA	NA	MALE	2I3	22	2I3	7O4	V	IN CS	2018	NA
I212I3	6/8/20	NA	NA	FEMALE	2I3	22	NA	NA	V	IN CS	2021	NA
I222I3	8/11/21	NA	NA	MALE	2I3	22	NA	NA	V	IN CS	2022	NA
6Q1	10/12/13	NA	NA	MALE	2J2	073	2J2	9D1	F	IN CS	2014	NA
7V5	6/24/15	NA	NA	MALE	2J2	073	2J2	0B8	F	IN CS	2016	NA
2Y8	7/13/16	NA	NA	MALE	2J2	073	2J2	2J6	F	IN CS	2017	NA
4Y1	7/15/17	NA	NA	MALE	2J2	073	2J2	2J4	F	IN CS	2018	NA
BN2	7/12/19	NA	NA	FEMALE	2J2	073	2J2	9I0	F	IN CS	2020	NA
I212J2	7/14/20	NA	NA	MALE	2J2	073	NA	NA	F	IN CS	2021	NA
I222J2	6/29/21	NA	NA	FEMALE	2J2	073	NA	NA	TT	IN CS	2022	NA
4T8	8/24/14	NA	NA	MALE	2J5	091	2J5	1D5	R	IN CS	2015	NA
AH6	6/23/16	NA	NA	FEMALE	2J5	091	2J5	3I5	R	IN CS	2017	NA
AE2	6/30/17	NA	NA	MALE	2J5	091	2J5	5L2	R	IN CS	2018	NA
AT0	6/19/18	NA	NA	MALE	2J5	091	2J5	5G2	R	IN CS	2019	NA
I212J5	5/26/20	NA	NA	FEMALE	2J5	091	NA	NA	R	IN CS	2021	NA
I222J5	6/13/21	NA	NA	MALE	2J5	091	NA	NA	R	IN CS	2022	NA
5X0	7/15/17	NA	NA	MALE	2J8	065	2J8	2N9	F	IN CS	2018	NA
BB9	8/24/19	NA	NA	FEMALE	2J8	065	2J8	9H2	F	IN CS	2020	NA
I222J8	6/25/21	NA	NA	MALE	2J8	065	NA	NA	RR	IN CS	2022	NA
5U6	9/2/14	NA	NA	MALE	2K1	062	2K1	6B8	V	IN CS	2015	NA
BU5	9/12/19	NA	NA	FEMALE	2K1	062	2K1	1F2	V	IN CS	2020	NA
I212K1	8/30/20	NA	NA	FEMALE	2K1	062	NA	NA	V	IN CS	2021	NA
I222K1	9/8/21	NA	NA	MALE	2K1	062	NA	NA	V	IN CS	2022	NA
I222L5	5/22/21	NA	NA	MALE	2L5	065	NA	NA	RR	IN CS	2022	NA
6V4	8/26/15	NA	NA	MALE	2L8	065	2L8	7D7	F	IN CS	2016	NA
4Y2	9/13/16	NA	NA	FEMALE	2L8	065	2L8	9D1	F	IN CS	2017	NA
BE7	7/5/19	NA	NA	FEMALE	2L8	065	2L8	8C0	F	IN CS	2020	NA
I212L8	7/1/20	NA	NA	FEMALE	2L8	065	NA	NA	F	IN CS	2021	NA
I222L8	8/2/21	NA	NA	FEMALE	2L8	065	NA	NA	F	IN CS	2022	NA
5V7	7/17/15	NA	NA	MALE	2M0	091	2M0	4H2	R	IN CS	2016	NA
AE1	7/18/17	NA	NA	MALE	2M0	091	2M0	3I3	R	IN CS	2018	NA
BO6	6/12/19	NA	NA	FEMALE	2M0	091	2M0	1J3	R	IN CS	2020	NA
I212M0	6/22/20	NA	NA	FEMALE	2M0	091	NA	NA	R	IN CS	2021	NA
I222M0	6/28/21	NA	NA	FEMALE	2M0	091	NA	NA	R	IN CS	2022	NA
I212M1	6/17/20	NA	NA	MALE	2M1	DM	NA	NA	R	IN CS	2021	NA
I222M1	5/24/21	NA	NA	FEMALE	2M1	DM	NA	NA	R	IN CS	2022	NA
6Y9	7/4/16	NA	NA	MALE	2M6	DM	2M6	3I5	R	IN CS	2017	NA
6X5	10/2/16	NA	NA	MALE	2N6	004	2N6	2J4	F	IN CS	2017	NA
BP6	7/7/19	NA	NA	FEMALE	2Q6	DM	2Q6	3M9	R	IN CS	2020	NA
I222Q6	8/12/21	NA	NA	FEMALE	2Q6	DM	NA	NA	R	IN CS	2022	NA
4Y8	6/30/17	NA	NA	MALE	2Q7	DM	2Q7	3K6	R	IN CS	2018	NA
BV7	6/15/19	NA	NA	FEMALE	2Q7	DM	2Q7	3M9	R	IN CS	2020	NA
I222Q7	5/30/21	NA	NA	MALE	2Q7	DM	NA	NA	R	IN CS	2022	NA
I212R5	5/22/20	NA	NA	FEMALE	2R5	DM	NA	NA	R	IN CS	2021	NA
AV4	6/3/18	NA	NA	FEMALE	2R7	DM	2R7	5L2	R	IN CS	2019	NA
I212R7	5/17/20	NA	NA	MALE	2R7	DM	NA	NA	R	IN CS	2021	NA
BI1	8/16/19	NA	NA	MALE	2S1	DM	2S1	7G9	R	IN CS	2020	NA
I212S1	8/2/20	NA	NA	MALE	2S1	DM	NA	NA	R	IN CS	2021	NA
I222S1	9/6/21	NA	NA	MALE	2S1	DM	NA	NA	R	IN CS	2022	NA
BT9	7/3/19	NA	NA	FEMALE	2T4	076	2T4	7R6	KK	IN CS	2020	NA
I222T4	6/3/21	NA	NA	MALE	2T4	076	NA	NA	KK	IN CS	2022	NA
I212V3	6/17/20	NA	NA	MALE	2V3	DM	NA	NA	R	IN CS	2021	NA
I222W1	8/21/21	NA	NA	FEMALE	2W1	116	NA	NA	R	IN CS	2022	NA
BL3	7/14/19	NA	NA	MALE	2W9	065	2W9	9E6	F	IN CS	2020	NA
I222W9	5/24/21	NA	NA	MALE	2W9	065	NA	NA	F	IN CS	2022	NA
I212X0	8/12/20	NA	NA	MALE	2X0	004	NA	NA	F	IN CS	2021	NA
I212X2	6/25/20	NA	NA	MALE	2X2	004	NA	NA	F	IN CS	2021	NA
I222X2	8/11/21	NA	NA	MALE	2X2	004	NA	NA	F	IN CS	2022	NA
I212X4	7/19/20	NA	NA	FEMALE	2X4	22	NA	NA	V	IN CS	2021	NA
I222Y0	6/20/21	NA	NA	FEMALE	2Y0	004	NA	NA	F	IN CS	2022	NA
I222Y5	6/3/21	NA	NA	MALE	2Y5	065	NA	NA	F	IN CS	2022	NA
0J9	10/3/09	NA	NA	MALE	30F	116	30F	19T	S	IN CS	2010	NA
00V	12/14/03	NA	NA	FEMALE	30J	22	30J	51A	V	IN CS	2004	22
2I0	9/29/09	NA	NA	MALE	30J	22	30J	98K	V	IN CS	2010	2100
4D3	9/25/06	NA	NA	MALE	31G	22	31G	51J	V	IN CS	2007	4043
1K1	10/7/09	NA	NA	FEMALE	31L	22	31L	98K	V	IN CS	2010	1111
5O0	9/21/12	NA	NA	FEMALE	31L	22	31L	61R	V	IN CS	2013	NA
4J2	11/25/09	NA	NA	MALE	31V	DM	31V	44T	R	IN CS	2010	4102
5N9	8/8/11	NA	NA	MALE	31V	DM	31V	67Z	R	IN CS	2012	NA
4T1	9/17/14	NA	NA	FEMALE	31V	DM	31V	10R	R	IN CS	2015	NA
0W8	8/12/15	NA	NA	FEMALE	31V	DM	31V	7B2	R	IN CS	2016	NA
BO3	7/11/19	NA	NA	MALE	31V	DM	31V	3M9	R	IN CS	2020	NA
I2131V	8/4/20	NA	NA	FEMALE	31V	DM	NA	NA	R	IN CS	2021	NA
4T3	9/5/14	NA	NA	MALE	33V	DM	33V	84E	R	IN CS	2015	NA
I2133V	11/12/20	NA	NA	FEMALE	33V	DM	NA	NA	S	IN CS	2021	NA
I2233V	8/30/21	NA	NA	MALE	33V	DM	NA	NA	S	IN CS	2022	NA
8H1	9/30/08	NA	NA	FEMALE	33Z	065	33Z	25R	F	IN CS	2009	NA
1A3	11/26/04	NA	NA	FEMALE	34N	004	34N	86D	F	IN CS	2005	1013
9M2	9/9/11	NA	NA	MALE	34N	004	34N	36S	F	IN CS	2012	NA
1X7	9/26/15	NA	NA	FEMALE	34N	004	34N	8C0	F	IN CS	2016	NA
5G3	9/10/08	NA	NA	MALE	34Z	004	34Z	93R	HH	IN CS	2009	5073
6K2	9/8/10	NA	NA	MALE	34Z	004	34Z	91O	HH	IN CS	2011	NA
0X5	8/26/15	NA	NA	MALE	34Z	004	34Z	2D7	MM	IN CS	2016	NA
BR4	5/19/19	NA	NA	FEMALE	34Z	004	34Z	2H6	MM	IN CS	2020	NA
I2234Z	5/25/21	NA	NA	MALE	34Z	004	NA	NA	F	IN CS	2022	NA
2G8	1/2/09	NA	NA	FEMALE	35B	DM	35B	11Z	R	IN CS	2009	2078
9A4	9/27/04	NA	NA	FEMALE	35N	065	35N	85B	F	IN CS	2005	9014
6P5	9/23/12	NA	NA	MALE	35N	065	35N	41N	OO	IN CS	2013	NA
6J4	10/6/09	NA	NA	FEMALE	36D	116	36D	18I	S	IN CS	2010	NA
1B1	11/7/04	NA	NA	MALE	36O	073	36O	78B	HH	IN CS	2005	1021
9N9	2/6/12	NA	NA	MALE	36Z	073	36Z	8A7	F	IN CS	2012	NA
8T1	9/12/14	NA	NA	FEMALE	36Z	073	36Z	3B9	F	IN CS	2015	NA
4X2	11/1/15	NA	NA	MALE	36Z	073	36Z	5E1	MM	IN CS	2016	NA
AA3	7/13/17	NA	NA	FEMALE	36Z	073	36Z	7E1	F	IN CS	2018	NA
BG0	6/24/19	NA	NA	MALE	36Z	073	36Z	0O6	F	IN CS	2020	NA
CI1	8/10/20	NA	NA	MALE	36Z	073	NA	NA	F	IN CS	2021	NA
8C0	10/12/06	NA	NA	MALE	37D	076	93O	94H	KK	IN CS	2007	8030
1J2	9/17/09	NA	NA	MALE	37D	076	37D	60T	KK	IN CS	2010	1102
6I1	10/31/09	NA	NA	MALE	37P	DM	37P	44T	R	IN CS	2010	6091
6R3	8/21/13	NA	NA	MALE	37P	DM	37P	6C9	R	IN CS	2014	NA
7T6	8/21/14	NA	NA	FEMALE	37P	DM	37P	10R	R	IN CS	2015	NA
9Z7	7/6/17	NA	NA	MALE	37P	DM	37P	2N4	R	IN CS	2018	NA
5S4	8/13/14	NA	NA	MALE	37V	076	37V	7F5	KK	IN CS	2015	NA
2C9	10/25/05	NA	NA	MALE	38E	091	38E	80B	R	IN CS	2006	2039
5C4	11/3/05	NA	NA	FEMALE	38P	DM	38P	50B	R	IN CS	2006	5034
0I7	9/1/08	NA	NA	FEMALE	38Z	116	38Z	55T	S	IN CS	2009	NA
7O1	8/16/12	NA	NA	MALE	38Z	116	38Z	88V	S	IN CS	2013	NA
64P	12/11/00	NA	NA	FEMALE	39B	065	39B	85B	F	IN CS	2001	6416
7G1	9/23/08	NA	NA	MALE	39F	DM	39F	25I	R	IN CS	2009	7071
2R1	9/13/13	NA	NA	MALE	3A7	DM	3A7	5B2	R	IN CS	2014	NA
1T0	8/23/14	NA	NA	FEMALE	3A7	DM	3A7	0E8	R	IN CS	2015	NA
AB6	9/20/17	NA	NA	FEMALE	3A7	DM	3A7	3I2	R	IN CS	2018	NA
2J5	9/25/09	NA	NA	FEMALE	3B1	091	3B1	39L	R	IN CS	2010	2105
0W4	8/15/15	NA	NA	MALE	3B1	091	3B1	4I8	R	IN CS	2016	NA
AX0	5/22/18	NA	NA	MALE	3B1	091	3B1	5G2	R	IN CS	2019	NA
6M8	8/19/11	NA	NA	MALE	3B8	116	3B8	9A1	S	IN CS	2012	NA
0K2	11/22/09	NA	NA	FEMALE	3C3	004	3C3	16N	F	IN CS	2010	112
7U5	8/17/14	NA	NA	FEMALE	3C3	004	3C3	5B0	F	IN CS	2015	NA
4X7	7/8/16	NA	NA	MALE	3C3	004	3C3	1J8	F	IN CS	2017	NA
7Y9	7/31/17	NA	NA	FEMALE	3C3	004	3C3	17K	F	IN CS	2018	NA
5L4	12/9/10	NA	NA	MALE	3D1	116	3D1	X80	S	IN CS	2011	5124
4R8	7/30/13	NA	NA	MALE	3D1	116	3D1	8B3	S	IN CS	2014	NA
1R8	8/20/13	NA	NA	MALE	3D4	116	3D4	8B5	S	IN CS	2014	NA
0S1	9/20/13	NA	NA	FEMALE	3D9	22	3D9	1A0	V	IN CS	2014	NA
3U4	8/15/14	NA	NA	FEMALE	3D9	22	3D9	1A0	V	IN CS	2015	NA
5W6	7/28/15	NA	NA	MALE	3D9	22	3D9	2I0	V	IN CS	2016	NA
BW6	9/11/19	NA	NA	FEMALE	3D9	22	3D9	1F2	V	IN CS	2020	NA
I223D9	7/12/21	NA	NA	MALE	3D9	22	NA	NA	V	IN CS	2022	NA
9O4	8/5/12	NA	NA	FEMALE	3F4	DM	3F4	84E	R	IN CS	2013	NA
5S8	7/20/14	NA	NA	MALE	3F4	DM	3F4	8D8	R	IN CS	2015	NA
AF9	7/19/16	NA	NA	MALE	3F4	DM	3F4	6C6	R	IN CS	2017	NA
BB0	9/22/18	NA	NA	MALE	3F4	DM	3F4	3I3	R	IN CS	2019	NA
3P5	10/5/12	NA	NA	MALE	3F7	076	3F7	6B8	KK	IN CS	2013	3165
2Q6	8/7/13	NA	NA	FEMALE	3F8	DM	3F8	7B3	R	IN CS	2014	NA
4T6	8/25/14	NA	NA	MALE	3F8	DM	3F8	8D6	R	IN CS	2015	NA
1W7	9/13/15	NA	NA	FEMALE	3F8	DM	3F8	4I8	R	IN CS	2016	NA
BQ0	7/26/19	NA	NA	FEMALE	3F8	DM	3F8	1M1	R	IN CS	2020	NA
I213F8	8/2/20	NA	NA	MALE	3F8	DM	NA	NA	R	IN CS	2021	NA
I213G2	5/26/20	NA	NA	FEMALE	3G2	116	NA	NA	S	IN CS	2021	NA
